NIGP Code,CPV mapping
46564,33140000#33169000
46565,33100000
46566,33621400#33600000
46567,33141700
46570,33140000
46572,33100000
46573,33100000
46574,33140000#33169000
46575,33000000
46576,33100000
46577,33100000
46578,33000000
46579,33100000
46580,33140000#33169000
46581,33169000#33160000
46582,33100000
46583,33140000#33100000
46584,18410000#33000000
46585,33158200
46588,33141760#33141700
46590,33191000
46591,33121500
46592,33140000#33169000
46593,33169000#33160000
46594,38412000
46595,33195110#33100000
46597,38400000
47000,33000000
47006,33000000
47010,34114122
47013,30192000
47017,33100000
47020,33000000
47025,33000000
47035,42961000#42512300#31682210
47040,33140000
47045,33698000#33950000
47050,33000000
47054,33000000
47055,33000000
47056,33100000
47058,33100000
47060,33100000
47062,33000000
47064,33000000
47065,33000000
47067,33000000
47078,33000000
47079,33100000
47080,34114122
47081,34114122
47090,34114122
47500,33000000
47505,33195110#33670000
47506,33673000
47508,33100000
47509,33141113#33141110
47510,33100000
47511,33140000
47512,33140000
47514,33169000#33160000
47515,33169000#33160000
47516,33000000
47517,33696700
47518,33100000
47519,33140000#33169000
47520,33169000
47521,33100000
47522,33929000#33900000
47524,33697100
47526,33600000#33100000
47527,33100000
47528,33141100
47529,33141310
47530,33100000
47531,33100000
47532,44410000
47533,33169000#33160000
47534,33140000
47535,33180000
47536,39225710
47537,33140000#33100000
47539,33100000
47540,33169000#33160000
47541,33100000
47542,33169000#33160000
47543,38300000
47544,33123000
47545,33100000#33600000
47547,33100000
47548,33631600#33630000
47549,33141622#33000000
47550,38300000#38400000#38000000
47551,33111620
47552,30192000
47553,33140000#33100000
47554,33100000
47555,33600000
47561,33140000
47562,18410000#33000000
47563,33610000
47564,18300000#18310000
47565,33169000
47566,33169000
47567,33124000
47568,33100000
47569,33000000
47570,39225710
47571,33000000
47572,33000000
47573,33920000
47574,33697100
47575,33192500
47576,33000000
47577,33191000
47578,33141100
47579,33140000#33169000
47580,33140000
47581,33169000#33160000
47582,33140000
47583,33169000#33160000
47584,33140000#33100000
47585,38412000
47586,33124000
47587,33195110#33670000
47588,33100000
47589,33100000
47590,33100000
47593,33140000
47595,38300000#38400000#38000000
47597,33100000
48500,44410000
48501,39830000#39330000
48502,39830000#39330000
48503,39263000
48504,39713410
48505,18900000
48506,39225710
48508,39221180#39221000
48509,39830000#39330000
48510,39224100#39224000
48511,39830000#39330000
48512,39830000#39330000
48513,39721100#39221000
48514,39830000#39330000
48515,39830000#39330000
48516,39830000#39330000
48517,39830000#39330000
48518,39221000
48519,39830000#39330000
48520,39830000#39330000
48521,39830000#39330000
48522,39830000
48524,39830000#39330000
48525,39830000#39330000
48526,39830000#39330000
48527,39830000#39330000
48528,39830000#39330000
48529,39830000#39330000
48530,39830000#39330000
48531,39830000#39330000
48532,39830000#39330000
48533,39830000#39330000
48534,39830000#39330000
48536,39830000#39330000
48537,39830000#39330000
48538,39830000#39330000
48540,33141100
48542,39830000#39330000
48544,44410000
48545,44410000
48546,44410000
48548,44410000
48550,39530000
48551,39830000
48552,39830000
48553,39830000
48554,39830000#39330000
48555,39830000#39330000
48556,39830000#39330000
48557,24451000
48558,39830000#39330000
48559,24451000
48560,24451000
48562,39225710
48564,39830000
48565,39830000
48566,39830000
48567,39224100#39224000
48568,39830000
48570,39224100#39224000
48572,39224100#39224000
48573,39830000#39330000
48574,42410000
48575,44613800#34928480
48576,39830000
48577,39830000#39330000
48578,39830000#39330000
48579,39830000#39330000
48580,44613800#34928480
48582,39830000#39330000
48583,39830000#39330000
48584,39830000#39330000
48585,39830000#39330000
48586,33600000
48587,39830000#39330000
48588,39830000
48590,33631600#33630000
48591,39830000#39330000
48594,44613800#34928480
48600,39830000#39330000
48601,39830000#39330000
48602,39830000#39330000
48603,39263000
48604,39713410
48606,39225710
48608,39225710
48609,39830000#39330000
48610,39224200
48611,39830000#39330000
48612,39830000#39330000
48613,39721100#39221000
48614,39830000#39330000
48615,39830000#39330000
48616,39830000#39330000
48617,39830000#39330000
48618,39830000
48619,39830000#39330000
48620,39830000#39330000
48621,39830000#39330000
48622,39830000
48624,39830000#39330000
48625,39830000#39330000
48626,39830000#39330000
48627,39830000#39330000
48628,39830000#39330000
48629,39830000#39330000
48630,39830000#39330000
48631,39830000#39330000
48632,39830000#39330000
48634,39830000#39330000
48636,39830000#39330000
48637,39830000#39330000
48638,39830000#39330000
48640,33631600#33630000
48642,39830000#39330000
48644,44410000
48645,44410000
48646,39830000
48648,39830000
48650,39530000
48651,39830000
48652,39830000
48653,39830000
48654,39830000#39330000
48655,39830000#39330000
48656,39830000
48657,24451000
48658,39830000#39330000
48659,24451000
48660,24451000
48662,42000000
48664,39830000
48665,39224100#39224000
48666,39224100#39224000
48667,39224100#39224000
48668,39830000
48670,39224100#39224000
48672,39224100#39224000
48673,39830000#39330000
48674,30124000
48675,39830000
48676,39830000
48677,39830000#39330000
48678,39830000
48680,44613800#34928480
48682,39830000#39330000
48683,39830000#39330000
48684,39830000#39330000
48685,39830000#39330000
48686,33600000
48687,39830000#39330000
48688,39830000
48690,33631600#33630000
48691,39830000#39330000
48694,44613800#34928480
49000,38436610
49006,38300000#38400000#38000000
49007,38000000
49008,38412000#38126300#38300000
49009,38300000#38400000#38000000
49014,33631600#33630000
49015,38900000#38300000
49016,38900000#38300000
49017,38000000#38400000
49019,43000000
49021,38300000#38400000#38000000
49024,38400000#38300000
49029,38631000#38516000#38126000
49030,38000000
49032,38300000#38400000#38000000
49034,38623000
49036,33793000
49039,33720000#38000000
49040,33720000#38000000
49043,38436610
49044,31521000#31531000
49047,38300000#38400000#38000000
49051,33720000#38000000
49052,38510000#38500000
49053,38000000
49055,38400000
49056,38631000#38516000#38126000
49057,38631000#38516000#38126000
49058,38631000#38516000#38126000
49063,38400000
49065,38300000
49068,38400000
49069,42151000
49071,42151000
49072,38000000
49073,38300000#38400000
49074,38000000
49075,33720000#38000000
49076,24000000
49077,38300000#38400000#38000000
49078,38300000#38400000#38000000
49079,42000000
49080,30192200
49081,31712330
49082,33720000#38000000
49083,38400000
49084,38400000
49088,38400000
49090,38000000
49092,38400000
49093,38300000#38400000
49094,33720000#38000000
49095,38300000#38400000#38000000
49096,38000000
49097,38000000
49300,38436610
49304,42000000
49305,38400000#38900000
49306,38300000#38400000#38000000
49308,39162100#39162000#38000000
49309,38400000
49310,42151000
49311,38300000
49312,38300000
49313,24000000#24311000
49314,38400000
49316,38300000#38400000#38000000
49317,39830000#39330000
49318,39830000#39330000
49324,38400000
49325,38400000
49330,38300000#38400000#38000000
49332,38300000#38400000#38000000
49335,38400000
49338,38300000#38400000#38000000
49342,38400000#38900000
49344,45252200
49345,38300000#38400000#38000000
49346,38000000
49348,38300000#38400000#38000000
49350,38400000
49352,38300000#38400000
49354,38300000#38400000
49358,38300000#38400000
49360,38400000
49362,38300000#38400000#38000000
49363,38300000#38400000#38000000
49364,38300000#38400000#38000000
49369,38400000
49373,38400000
49375,38400000
49377,38300000#38400000
49380,38400000#38300000
49384,38000000
49392,38300000#38400000#38000000
49396,38400000#38900000
49397,33720000#38000000
49500,38400000
49505,38400000
49507,38920000
49508,39162100#39162000#38000000
49509,39830000#39330000
49510,03140000
49512,38400000
49513,39162100#39162000#38000000
49515,77000000
49520,38400000
49525,92521200#33000000
49526,39162100#39162000#38000000
49528,39162100#39162000#38000000
49529,38000000
49530,39162100#39162000#38000000
49533,42000000
49535,33720000#38000000
49536,39162100#39162000#38000000
49537,38300000
49538,92521200#33000000
49541,38300000#38400000#38000000
49543,38200000
49544,38200000
49545,38400000#39162100#39162000#38000000
49548,38300000#38400000#38000000
49549,39162100#39162000#38000000
49550,38400000
49554,38400000
49555,38400000
49556,38300000
49557,38400000
49558,38000000
49560,19212310#30195000
49565,92521200#33000000
49569,33100000
49570,38412000#38126300#38300000
49573,38300000
49575,92521200#33000000
49578,92521200#33000000
49582,33920000
49584,38300000#38400000#38000000
49585,39162100#39162000#38000000
49588,38300000#38400000#38000000
49590,38300000#38400000#38000000
49595,38400000
49597,33720000#38000000
50000,42716110#42716200
50003,39291000
50005,42716000#42716130
50010,42716000#42716130
50015,42716110#42716200
50017,39291000
50020,42000000
50025,39291000
50030,42717000#42718100
50040,42717000#42718100
50045,42717000#42718100
50047,39830000
50050,42716110#42716200
50055,42716110#42716200
50060,42717000#42718100
50063,42716110#42716200
50065,42716110#42716200
50068,42716110#42716200
50070,42716110#42716200
50075,42716110#42716200
50087,42716110#42716200
50090,42716110#42716200
50095,42716110#42716200
50096,42716110#42716200
50097,42716110#42716200
50500,42716110#42716200
50509,42716110#42716200
50515,42716110#42716200
50520,24110000
50525,39830000#39330000
50530,39830000#39330000
50533,39830000#39330000
50535,39830000#39330000
50537,39830000#39330000
50540,42716110#42716200
50541,42716110#42716200
50542,42716110#42716200
50547,42716110#42716200
50557,42716110#42716200
50563,30197600
50568,03142400
50570,39830000#39330000
50573,39830000#39330000
50578,33600000
50580,39830000#39330000
50585,39830000#39330000
50588,39830000#39330000
50590,39830000#39330000
50595,39830000#39330000
51000,42716110#42716200
51008,35111000
51016,39830000#39330000
51020,33100000
51022,39291000
51024,39291000
51032,33100000
51048,42716110#42716200
51056,39100000
51064,30199760
51072,19435000#39227000
51080,18900000
51083,39512000
51085,42716110#42716200
51088,39291000
51090,42417200
51500,42400000
51505,16100000#16800000
51506,43830000
51507,43830000
51508,42414410#42415000
51510,16100000#16800000
51515,31110000
51518,16100000#16800000
51520,16100000#16800000
51523,43830000
51524,16100000#16800000
51525,42122000
51529,43830000
51530,16100000#16800000
51535,16100000#16800000
51540,16100000#16800000
51545,16100000#16800000
51550,16100000#16800000
51555,16100000#16800000
51556,16100000#16800000
51559,16100000#16800000
51560,16100000#16800000
51563,16100000#16800000
51564,16100000
51565,16100000
51566,44510000
51567,16100000
51568,42900000#39717000
51569,42900000#39717000
51570,16100000#16800000
51575,44510000
51580,16400000
51582,16400000
51583,16100000#16800000
51585,39713410
52000,19100000
52006,18820000#18800000
52008,42700000
52010,39512100
52012,42700000
52013,18820000#18800000
52014,42700000
52016,42700000
52018,3140000
52020,03140000
52022,18820000#18800000
52024,18820000#18800000
52026,18820000#18800000
52028,18820000#18800000
52029,18820000#18800000
52030,18820000#18800000
52032,18820000#18800000
52033,18820000#18800000
52034,03140000
52036,42700000
52038,30192000
52040,18420000
52042,19100000
52043,19100000
52044,19100000
52045,42700000
52046,42700000
52047,42700000
52048,42700000
52049,18820000#18800000
52050,42700000
52052,42700000
52054,42700000
52056,42700000
52058,42700000
52059,42700000
52060,39830000#39330000
52061,19100000
52062,18910000
52064,18910000
52066,42700000
52068,42700000
52070,42700000
52072,42700000
52074,42933000
52076,18820000#18800000
52078,42700000
52080,03140000
52081,18820000#18800000
52082,03140000
52083,42700000
52084,42700000
52086,42700000
52088,42700000
52090,42700000
52500,39155000
52505,22851000#22852000
52506,22851000#22852000
52510,22851000#22852000
52520,22851000#22852000
52525,30124000
52530,42991100
52540,48100000
52550,39155000
52551,30124000
52555,30123000
52560,30197620#30197630
52565,30197620#30197630
52570,22851000#22852000
52575,39155000
52580,30197620#30197630
52595,39155000
53000,18920000
53015,18921000#18920000
53025,18939000
53030,18921000#18920000
53039,30124000
53045,18921000#18920000
53046,18921000#18920000
53050,18920000
53060,18920000
53065,18939000
53068,18939000
53075,18931000
54000,44200000
54005,14523100
54008,03410000
54009,03410000
54010,44200000
54011,30197600
54012,44200000
54014,03410000
54017,03410000
54020,03410000
54023,03410000
54026,03410000
54029,03410000
54032,03410000
54034,03410000
54035,03410000
54041,03410000
54042,03410000
54043,03410000
54044,03410000
54047,03410000
54049,03410000
54050,03410000
54052,03410000
54053,30194300
54056,19212310#30195000
54057,44212400
54058,03410000
54059,03410000
54062,03410000
54065,44111000
54066,44111000
54068,44111000
54070,44144000
54071,44144000
54073,44144000
54075,03410000
54077,03410000
54078,03440000
54079,14630000#03416000#19620000
54081,44111000
54084,44112500
54087,44111000
54088,44111000
54089,44111000
54090,03440000
54091,44200000
54092,03410000
54094,03440000
54095,03410000
54096,03410000
54097,03410000
54500,42000000
54502,43130000
54503,42641000
54504,44510000
54505,44400000#44100000
54506,42417200
54507,42914000
54508,42914000
54509,16100000#16800000
54510,42994000
54511,42914000
54512,42123000
54513,39830000
54514,38200000
54515,42641000
54516,43132100
54517,43132100
54518,42000000
54519,48000000
54520,42000000
54521,43414000
54522,42000000
54523,42000000
54524,44510000
54525,43328100
54526,42000000
54527,42636100
54528,42123000
54529,42000000
54530,44521100
54531,42641000
54532,43130000
54533,42620000#42621000
54536,42620000#42621000
54538,16100000#16600000#16800000
54539,42400000
54540,42612000
54541,42612000
54542,44114000
54543,42660000#42661000
54544,42000000
54545,42210000
54546,42637000
54547,42600000
54548,42637000
54549,34311000
54550,42612000
54551,43132100
54552,39830000
54553,42940000
54554,42641000
54555,38300000#38400000#38000000
54556,43830000
54557,42000000
54558,42641000
54559,42000000
54560,42633000
54561,42914000
54562,43830000
54563,43830000
54564,42994000
54565,43830000
54566,42663000
54569,42641000
54575,42641000
54576,38400000
54577,43830000
54578,42141800
54579,44550000
54580,43300000
54581,44510000
54582,16400000
54583,16400000
54584,44510000
54585,16100000#16800000
54586,16100000#16800000
54587,31120000
54588,39830000
54589,38400000
54590,42641000
54591,42710000#42900000
54592,42912300#42900000
54593,42612000
54594,43132100
54595,42000000
54596,43130000
54597,15980000
55000,34930000#34960000
55004,14810000#14522400
55005,44113000
55006,34930000#34960000
55008,34930000#34960000
55009,34930000#34960000
55010,34930000#34960000
55012,34930000#34960000
55014,34930000#34960000
55017,34930000#34960000
55020,39225500
55022,34930000#34960000
55024,34930000#34960000
55028,30192125
55029,30192125
55030,34930000#34960000
55031,30192125
55032,30192125
55033,30192125
55034,30192125
55036,34930000#34960000
55038,42961000
55041,44144000
55042,34300000
55043,34300000
55044,30199760
55045,30199760
55058,31500000
55072,30199760
55078,34930000#34960000
55079,34930000#34960000
55080,34930000#34960000
55081,34930000#34960000
55082,38431000#35125000
55083,34930000#34960000
55085,34930000#34960000
55088,34930000#34960000
55089,34930000#34960000
55090,34930000#34960000
55091,42961000
55092,34930000#34960000
55093,34922000
55096,34928470
55300,31711500
55330,42600000
55340,44334000
55343,42634000
55344,44425000
55345,44425000
55351,44512900
55352,14000000
55354,43400000
55356,43720000
55366,03000000#14000000
55375,42113120
55395,42914000
55500,30194000
55510,30194000
55520,30194000
55530,30194000
55540,30194000
55550,30194000
55570,30194000
55580,30194000
55590,30194000
55592,30194000
55595,30194000
55600,34100000
55610,34100000
55615,34100000
55620,34100000
55630,34100000
55640,34100000
55650,34100000
55660,34100000
55670,34100000
55685,34100000
55686,34100000
55687,34100000
55700,34000000
55705,38127000#34300000
55710,34300000
55712,34322000
55715,34300000
55720,34322000
55722,34000000
55723,34310000#34300000
55725,31681400
55730,34311000
55732,34325000
55733,34310000#34300000
55734,38127000#34300000
55735,39530000
55736,34300000
55737,34300000
55738,34300000
55740,34300000
55744,34114000
55750,34300000
55752,34200000
55753,34300000
55754,39715200
55755,34300000
55756,34114000
55760,39111000
55762,34928470
55763,34928470
55764,34114000
55765,34300000
55770,44611100#44612100#44611000
55775,34322000
55778,34322000
55780,34139000
55785,34324000
55790,33000000
55792,34300000
55793,34224000
55800,34622000#34600000
55814,34900000
55820,34622000#34600000
55830,34611000#34600000
55835,34611000#34600000
55837,34622000#34600000
55840,34622000#34600000
55845,34622000#34600000
55850,34622000#34600000
55855,34900000
55870,34114000#34144000
55875,34114000
55885,34622000#34600000
55900,34611000#34600000
55905,34224000
55910,34900000
55912,34900000
55915,34322000
55917,34900000
55918,34900000
55919,34900000
55920,34900000
55923,34930000#34960000
55925,34900000
55930,34300000
55931,34300000
55935,34900000
55940,34900000
55945,34900000
55946,34900000
55947,34900000
55948,34622000#34600000
55949,34622000#34600000
55951,34900000
55955,31527260#34300000
55957,34900000
55959,34622000#34600000
55960,34622000#34600000
55965,34622000#34600000
55967,34300000
55970,34928470
55971,34930000#34960000
55974,34622000#34600000
55975,34900000
55976,34900000
55977,34000000
55978,34000000
55979,34936110#44115811
55980,34900000
55990,34900000
55991,34900000
55994,34224000
56000,42965100
56001,42965100
56002,42414410#42415000
56003,42417200
56005,34100000
56006,42417200
56009,42417200
56012,42417200
56015,42417200
56018,42417200
56021,42417200
56024,42417200
56027,42417200
56030,42417200
56033,42417200
56036,42417200
56037,42417200
56039,42410000
56045,34955000
56046,42410000
56047,42410000
56048,42410000
56049,42410000
56050,42900000
56051,42965100
56053,39131000
56054,44143000
56055,42414410#42415000
56056,18440000#19100000
56057,42965100
56060,42410000
56061,39100000
56063,42414410#42415000
56066,42414410#42415000
56069,42414410#42415000
56072,42410000
56075,42410000
56078,42414410#42415000
56081,42965100
56082,39171000#39133000#39131000
56083,42965100
56084,34324000
56095,42965100
56500,42700000#42710000
56505,19212000#19433000
56510,42700000#42710000
56512,42700000#42710000
56514,42700000#42710000
56515,42700000#42710000
56516,42700000#42710000
56520,42700000#42710000
56523,42700000#42710000
56525,42700000#42710000
56530,42700000#42710000
56535,42700000#42710000
56540,42700000#42710000
56545,42700000#42710000
56550,42700000#42710000
56552,42700000#42710000
56554,42700000#42710000
56555,03115000
56560,03115000
56565,19240000
56570,19240000
56575,19240000
56580,19240000
56585,19240000
57000,42140000
57002,14600000
57003,14600000
57005,44171000
57006,42900000#42600000
57007,42600000
57008,44200000
57009,44212510
57011,42900000#42600000
57012,42900000#42600000
57013,44331000
57014,44200000
57016,43400000
57017,42900000#42600000
57018,44100000
57019,44332000
57021,44200000
57022,24315500
57023,44200000
57024,44200000
57025,44100000
57026,44174000
57027,14612000
57028,44113000
57029,44171000
57030,42900000#42600000
57031,44100000
57032,44316400
57033,34300000
57034,34300000
57035,14600000
57036,44200000
57037,42900000#42600000
57038,14700000
57039,44331000#44172000
57040,44200000
57042,42900000#42600000
57044,44144000
57045,44144000
57046,44144000
57047,44171000
57048,34936110#44115811
57050,14700000
57052,42140000
57054,44172000
57056,44212400
57057,44170000
57062,44200000
57064,44171000
57065,44331000
57066,14622000
57068,44100000
57070,44172000
57072,44171000
57076,44200000
57077,44200000
57078,44200000
57079,44200000
57080,14622000
57081,44200000
57082,44221110
57083,44212510
57084,44212510
57085,44100000
57086,44171000
57087,44331000
57088,44111700#44113200
57089,14710000
57090,44164310
57091,3410000
57095,44100000
57096,44200000
57500,38654100
57525,38654100
57529,38654100
57530,38654100
57531,38654100
57533,38654100
57540,38654100
57545,38654100
57547,38654100
57549,38654100
57550,38654100
57551,38654100
57555,38654100
57570,38654100
57572,38654100
57576,38654100
57580,38654100
57800,44510000
57805,38000000
57806,38431000#35125000
57812,30172000#30191140
57814,44617000
57816,30172000#30191140
57817,33940000
57818,33940000
57819,37800000
57820,38300000
57822,38300000
57827,42210000
57828,33600000
57830,33140000#33100000
57831,42410000
57832,42910000#42000000
57833,31120000
57834,44617000
57835,30237200
57836,39225500
57837,38431000#35125000
57838,16100000#16600000#16800000
57839,37540000
57840,32342410
57847,44613800#34928480
57848,38400000#39162100#39162000#38000000
57849,44100000
57850,34928470
57851,30192132
57852,37800000
57853,37540000
57854,39100000
57855,39530000
57856,14523100
57857,42600000
57858,42933000
57859,42677000
57862,44316400
57863,38400000#38300000
57864,44316400
57865,39270000
57874,48000000#72000000
57876,48000000#72000000
57881,14630000#03416000#19620000
57883,30124000
57884,39514000
57885,33100000
57886,30199760
57890,3140000
57891,50100000
57892,34000000
57893,33720000#38000000
57894,44900000
57895,15980000
57897,15980000
58000,37310000
58002,37311000
58003,37310000
58005,39111000
58010,37311000
58015,37310000
58017,37310000
58025,37311000
58030,37310000
58034,37310000
58035,22100000#22120000
58040,37310000
58045,37310000
58053,37310000
58055,37311000
58060,37311000
58070,37310000
58080,37313000
58085,37310000
59000,19435000#39227000
59002,19435000#39227000
59004,19435000#39227000
59008,19435000#39227000
59009,19435000#39227000
59010,39525000
59012,19435000#39227000
59016,19435000#39227000
59020,19435000#39227000
59022,19435000#39227000
59024,19435000#39227000
59028,18420000
59032,19435000#39227000
59036,19435000#39227000
59037,19435000#39227000
59038,19435000#39227000
59039,30199760
59040,30199760
59042,38300000
59044,19435000#39227000
59046,19435000#39227000
59048,19435000#39227000
59050,19435000#39227000
59051,19435000#39227000
59052,19435000#39227000
59056,39227000
59057,19435000#39227000
59060,19435000#39227000
59062,19435000#39227000
59064,19240000
59068,19240000
59069,19240000
59072,19400000
59076,19400000
59080,19400000
59084,19240000
59088,19400000
59095,19435000#39227000
59300,42151000
59339,09100000
59340,09340000
59341,09340000
59347,38300000
59348,38900000
59350,09100000
59364,42151000
59367,42151000
59374,38436210
59390,42000000
59500,03111900
59506,03410000
59507,03313000
59510,03121210#03451000
59515,03111900
59526,16100000#16800000
59528,03100000
59530,14521000
59533,03440000
59535,03451000
59537,19240000
59538,03440000
59540,44900000
59550,03440000
59552,03451300#03452000
59555,24400000
59557,03451000
59558,03451000
59559,03117100
59560,16400000
59561,03451000
59562,16100000
59563,14521000
59565,03451300#03452000
59566,03451300#03452000
59568,77000000
59569,03440000
59570,03451300#03452000
59575,03451300#03452000
59577,03451300#03452000
59580,03111000
59581,03111000
59588,44111300
59590,14221000
59595,03440000
60000,30124000
60002,30141000
60003,30124000
60005,30141000
60008,30132100
60011,30132100
60014,33000000
60015,30141000
60016,30141000
60017,30141000
60019,30141000
60021,30141000
60022,30141000
60025,30141000
60027,30150000
60030,30141000
60033,30132000
60035,30180000
60036,30180000
60037,30195000
60038,30121400
60039,30121400
60040,30197642#30197643
60041,30197642#30197643
60042,30197642#30197643
60043,30197642#30197643
60044,30197642#30197643
60045,30197642#30197643
60046,30197642#30197643
60047,30197642#30197643
60048,30142000
60049,30150000
60050,42933000
60051,30124000
60052,30150000
60054,30150000
60056,30121400
60057,30121400
60058,30237200
60059,30121400
60060,30000000
60061,30190000
60062,30132100
60063,30132100
60064,30132100
60065,30132100
60066,30170000
60067,30132100
60068,39263000
60069,30124000
60070,30124000
60071,30132100
60072,30121400
60073,30124000
60074,30124000
60077,30132100
60079,30124000
60080,30132100
60081,42933000
60082,30233161
60083,30150000
60084,32552300
60085,32552300
60086,30150000
60087,30150000
60088,30150000
60089,30150000
60090,30150000
60092,30150000
60095,30124000
60097,30124000
60500,30124000
60503,39263000
60505,42974000
60510,30124000
60514,30124000
60518,39263000
60524,30170000
60530,30170000
60534,19435000#39227000
60536,30192000
60541,31630000
60542,38631000#38516000#38126000
60546,39263000
60550,30170000
60555,39263000
60557,39263000
60560,39263000
60563,39263000
60565,39263000
60567,39263000
60568,39263000
60569,39263000
60575,42974000
60578,30199760
60582,39263000
60585,39263000
60588,39263000
61000,22800000#30199000
61007,30190000
61014,30190000
61016,30190000
61021,30190000
61028,30190000
61033,30190000
61034,30141000
61035,30141000
61042,30124000
61049,30124000
61052,30141000
61056,30232100
61063,30150000
61070,30123000
61073,30124000
61077,30150000
61084,30150000
61091,30150000
61096,30192900
61500,39263000
61503,30197620#30197630
61504,30197620#30197630
61505,24911200#39812500
61507,44613800#34928480
61509,22851000#22852000
61511,22851000#22852000
61513,30197620#30197630
61514,30195000
61515,30196000
61517,30124000
61518,33000000
61519,30196000
61520,22800000#30199000
61521,39512000
61523,39530000
61524,33600000
61525,22851000#22852000
61527,30142000
61529,30192900
61531,22851000#22852000
61532,22851000#22852000
61533,30124000
61535,30197620#30197630
61537,30142000
61539,22851000#22852000
61541,22851000#22852000
61543,22851000#22852000
61545,22851000#22852000
61547,22851000#22852000
61548,30124000
61549,30124000
61550,39263000
61551,30199760
61552,30199760
61553,39263000
61555,39263000
61557,39263000
61560,39263000
61562,30197620#30197630
61565,33100000
61567,44530000
61569,44530000
61571,44530000
61572,30124000
61573,39263000
61575,44530000
61577,30170000
61579,38300000
61580,22851000#22852000
61581,44530000
61582,22800000#30199000
61584,44530000
61586,30199760
61588,42970000
61589,44530000
61590,30150000
61593,34928470
61595,44613800#34928480
61600,39263000
61603,30141000
61604,30141000
61605,44530000
61607,39263000
61609,39263000
61611,39263000
61613,39263000
61614,30195000
61615,39263000
61617,39263000
61618,30199760
61619,39263000
61620,30142000
61621,39512000
61623,39512000
61624,33600000
61625,39263000
61627,30142000
61629,
61631,22851000#22852000
61632,22851000#22852000
61633,39263000
61635,22851000#22852000
61637,22851000#22852000
61639,22851000#22852000
61641,
61643,22851000#22852000
61645,22851000#22852000
61647,22851000#22852000
61648,22851000#22852000
61649,22851000#22852000
61650,39263000
61651,
61652,30170000
61653,30132100
61655,30132100
61657,30124000
61660,39263000
61662,39263000
61665,
61667,39263000
61669,39263000
61671,44530000
61672,30124000
61673,39263000
61675,39263000
61677,
61679,39263000
61680,39263000
61681,39263000
61682,39263000
61684,39263000
61686,39263000
61688,
61689,44530000
61690,39263000
61693,22851000#22852000
61695,39263000
62000,39292400
62010,30124000
62020,30192900
62030,30192132
62040,30192900
62050,30192132
62055,
62060,39292400
62070,39292400
62071,39292400
62079,39292400
62080,39292400
62081,30192132
62085,
62086,39292400
62090,39292400
62094,39292400
62500,38600000
62513,38631000#38516000#38126000
62515,38300000#38400000
62517,
62520,33100000
62526,33100000
62539,33100000
62540,33100000
62542,35113400
62543,33730000
62544,
62545,38600000#38000000
62546,33730000#38651100
62552,33100000
62565,38600000#38000000
62578,38631000#38516000#38126000
62580,38631000#38516000#38126000
62582,
62583,38631000#38516000#38126000
62584,38631000#38516000#38126000
62588,33169000#33160000
62591,38631000#38516000#38126000
62595,33100000
62596,33100000
62597,
63000,44810000
63003,44810000
63005,44820000
63006,24911200#39812500
63009,44810000
63010,44810000
63011,44810000
63012,44810000
63019,44810000
63021,44810000
63022,
63023,39812500
63025,39812500
63026,39812500
63027,39812500
63028,35111000
63033,44820000
63042,
63044,44810000
63045,44832200
63047,44810000
63049,44810000
63050,44810000
63055,44810000
63056,
63057,44810000
63059,44810000
63061,44810000
63062,44810000
63063,44810000
63064,44810000
63065,
63066,44810000
63067,44810000
63072,44810000
63075,24911200#39812500
63076,24911200#39812500
63079,44810000
63081,
63082,44810000
63084,44820000
63088,44111000
63090,24000000
63093,44111000
63095,44111000
63097,
63100,44111000
63103,44810000
63105,44111000
63106,24911200#39812500
63109,
63110,44810000
63112,44810000
63119,44810000
63121,44810000
63122,44111000
63123,44111000
63125,
63126,44111000
63127,44111000
63128,24311000
63133,44820000
63142,44111000
63144,44810000
63145,
63147,44810000
63149,44810000
63150,44810000
63155,44810000
63156,44810000
63157,44810000
63159,
63161,44810000
63162,44810000
63163,44810000
63164,44810000
63165,44810000
63166,44810000
63167,
63172,44810000
63175,24911200#39812500
63176,24911200#39812500
63179,44810000
63182,44810000
63184,44820000
63188,
63190,24321000
63193,44111000
63195,44111000
63197,44111000
63500,44810000
63506,38000000
63507,
63508,44810000
63514,44810000
63520,44810000
63538,44810000
63540,
63543,44810000
63545,44810000
63547,44810000
63550,44810000
63565,38000000
63570,38000000
63575,
63580,38000000
63585,38000000
63595,44810000
64000,39221100
64005,30194300
64008,18923100#18937100
64009,
64010,18923100#18937100
64015,18900000
64018,44617000
64020,30197600
64021,42410000
64022,18923100#18937100
64023,
64025,22993400
64026,39221100
64027,44174000
64028,30194300#30199000
64030,30199760
64040,18900000
64042,
64043,35000000
64044,30133000
64045,30190000
64050,22800000#30199000
64060,39221100
64066,39221100
64069,
64070,39832000
64075,22800000#30199000
64080,30190000
64085,39830000
64087,30194300
64100,39221100
64105,
64108,18923100#18937100
64109,18923100#18937100
64110,18923100#18937100
64115,18923100#18937100
64118,
64120,18923100#18937100
64122,18923100#18937100
64123,18923100#18937100
64125,18923100#18937100
64126,18923100#18937100
64127,18923100#18937100
64128,
64130,30133000
64140,18923100#18937100
64142,18923100#18937100
64143,18923100#18937100
64144,18923100#18937100
64145,30197620#30197630
64150,
64160,39700000
64166,30194300
64169,30194300
