NIGP Code,CPV mapping
20784,34139000
20785,34139000
20787,19513200
20789,38900000#38300000
20791,44510000
20800,48400000
20810,48451000
20811,48400000
20812,48983000
20815,34700000
20818,48400000
20819,30237200
20820,48400000
20821,48613000
20827,48613000
20830,48983000
20831,48100000
20832,48613000
20836,48613000
20837,48613000
20839,48400000
20840,48771000
20841,48613000
20842,48613000
20843,48190000
20844,48810000#48516000
20845,48400000
20846,48100000
20847,48911000#48910000
20850,48780000
20851,48400000
20853,48100000
20854,32400000#32420000
20855,48400000
20856,48400000
20857,48400000
20858,48190000
20859,48100000
20860,48100000
20861,48780000
20862,48400000
20863,48400000
20864,48100000
20865,30213000
20866,48100000
20867,48983000
20868,48400000
20870,48400000
20871,48400000
20872,48100000
20876,48100000
20877,48100000
20878,48100000
20880,48400000
20881,48100000
20882,30237200
20883,48400000
20884,48780000
20885,48100000
20886,48911000#48910000
20887,48210000
20888,48100000
20889,48210000
20890,48210000
20894,48780000
20900,48400000
20911,48400000
20912,48400000
20913,48400000
20914,48400000
20922,48400000
20924,48400000
20928,48400000
20931,48400000
20937,48400000
20938,48400000
20940,48400000
20941,48400000
20942,48400000
20943,48400000
20944,48400000
20945,48400000
20946,48400000
20947,48400000
20948,48400000
20949,48400000
20951,48400000
20952,48400000
20954,48400000
20956,48400000
20958,48400000
20959,48400000
20960,48400000
20962,48400000
20964,48400000
20966,48400000
20967,48400000
20968,48400000
20969,48400000
20970,48400000
20972,48400000
20973,48400000
20977,48400000
20978,48400000
20982,48400000
20984,48400000
20985,48400000
20986,48400000
20987,48400000
20988,48400000
20991,48400000
20995,48400000
21000,43413000#44114000
21007,44611100#44612100#44611000
21010,44111600
21011,44200000
21012,44200000
21013,44200000
21014,44200000
21015,44111100
21016,44112700
21017,44171000
21018,42520000
21025,44212400
21026,44114200
21027,43413000#44114000
21028,43413000#44114000
21029,43413000#44114000
21030,44113000
21031,43300000
21033,43300000
21035,39812500
21045,43300000
21047,43300000
21055,43300000
21070,43300000
21072,43300000
21075,42912310#42924730
21080,34913800
21085,44114200
22000,38631000#38516000#38126000
22002,38341300
22004,31131100
22005,38300000
22006,38300000
22007,38400000#38300000
22009,38300000
22013,38300000#38400000#38000000
22014,38126000#38300000
22015,38126000#38300000
22016,38126000#38300000
22017,38126000#38300000
22018,38420000#38400000
22019,38300000
22020,38300000#38400000#38000000
22022,38420000#38400000
22023,38420000#38400000
22029,38412000#38126300#38300000
22030,38300000
22033,38400000#38300000
22034,38400000#38300000
22035,38341300
22036,38341300
22042,31214100#31200000
22043,38300000
22045,38420000#38400000
22046,38420000#38400000
22048,34500000
22052,38900000#38300000
22053,38300000#38400000
22054,38300000
22055,38400000
22060,38400000
22061,42000000
22063,38300000
22066,38300000#38400000
22068,38341300
22072,38412000#38126300#38300000
22075,31711120
22084,38400000#38300000
22085,38400000#38300000
22087,38930000
22088,38930000
22500,42968000
22530,42968000
22532,42968000
22540,42968000
22564,42968000
23200,37800000
23202,39100000
23205,37800000
23210,44113500
23215,39225600
23220,37810000#37800000
23225,37800000
23227,3121210
23232,37810000#37800000
23235,37810000#37800000
23238,37810000#37800000
23241,37800000
23242,37800000
23243,44910000
23245,39227000
23248,39227000
23250,19200000
23253,37800000
23255,32340000
23256,32340000
23260,19435000#39227000
23270,37800000
23275,32340000
23277,39561110
23278,32340000
23280,37810000#37800000
23285,19435000#39227000
23290,19435000#39227000
23295,37800000
23300,37800000
23320,42641200#42641000
23332,42900000
23335,44810000
23355,44810000
23360,43811000#43414000
23365,37810000#37800000
23370,44810000
23375,14700000
23380,42800000
23385,37800000
23390,14810000#14522400
24000,39221180#39221000
24007,39721100#39221000
24014,39700000
24017,39700000
24020,39700000
24021,39700000
24023,42968000
24024,39721100#39221000
24028,39721100#39221000
24035,39221180#39221000
24042,39221180#39721100
24049,39221000
24056,39700000
24063,39721100#39221000
24066,39700000
24070,39221220#39221130
24074,39721100#39221000
24077,39221180#39221000
24084,39700000
24087,33000000
24091,39221220#39221130
24093,39221220#39221130
24095,39221180#39221000
24096,39221180#39221000
24500,15112000#03322000
24502,39721100#39221000
24503,39721100#39221000
24505,39721100#39221000
24510,39721100#39221000
24515,44612000#44600000
24520,44618400
24525,18923100#18937100
24530,39225710
24535,39225710
24540,44618400
24545,18923100#18937100
24550,44619300
24555,44618400
24559,42968000
24560,42968000
24570,15112000#03322000
24580,15112000#03322000
24583,15112000#03322000
24585,15112000#03322000
24586,15112000#03322000
24587,15112000#03322000
24590,18923100#18937100
25000,22800000#30199000
25018,22800000#30199000
25030,22800000#30199000
25055,30194300
25067,30194300
25070,30197620#30197630
25072,30197620#30197630
25080,30197620#30197630
25100,22800000#30199000
25118,22800000#30199000
25130,22800000#30199000
25155,22800000#30199000
25167,22800000#30199000
25170,30197620#30197630
25172,30197620#30197630
25180,30197620#30197630
25500,34928470
25505,30199760
25510,30199760
25520,30199760
25522,30199760
25524,30199760
25526,30199760
25528,30199760
25530,30199760
25540,30199760
25545,30199760
25550,30199760
25553,30199760
25556,30199760
25560,30199760
25570,30199760
25700,35121000
25718,34700000
25719,34700000
25720,34700000
25723,35121000
25724,35121000
25726,38500000
25727,38500000
25728,35121000
25729,35121000
25731,38431000#35125000
25734,38500000
25735,35112000
25737,43100000
25738,38500000
25740,35121000
25743,38431000#35125000
25744,38431000#35125000
25746,35333100#35331300
25747,34500000
25750,35620000
25751,35620000
25752,35620000
25753,35620000
25754,35620000
25755,35620000
25756,35620000
25758,35620000
25760,35620000
25763,35620000
25764,35620000
25767,35620000
25771,35620000
25772,35112000
25773,31110000
25775,34712200
25776,35125100#30237475
25777,22113000#39155100
25778,35121000
25779,35121000
25780,35121000
25781,35121000
25782,35121000
25787,35121000
25788,35400000
25793,35121000
25794,35310000#35300000
25795,35310000
26000,33130000#33131160
26001,33130000#33131160
26002,33130000#33131160
26004,33130000#33131160
26007,39100000#33130000
26009,33130000
26011,33130000
26013,33130000#33131160
26016,33130000#33131160
26019,33130000#33131160
26020,33130000#33131160
26022,33130000#33131160
26023,33130000#33131160
26024,33130000#33131160
26026,39100000#33130000
26029,33130000#33131160
26031,33130000
26033,33130000
26036,33130000#33131160
26039,33130000#33131160
26041,33130000#33131160
26043,33130000#33131160
26045,33130000#33131160
26046,33130000#33131160
26049,33130000#33131160
26051,33130000#33131160
26052,33130000#33131160
26053,33130000#33131160
26054,33130000#33131160
26056,33130000#33131160
26059,33130000#33131160
26062,33130000#33131160
26066,33130000#33131160
26068,33130000#33131160
26069,33130000#33131160
26070,33130000#33131160
26072,33130000#33131160
26076,33130000#33131160
26079,39100000#33130000
26082,33130000#33131160
26086,33130000#33131160
26089,33130000#33131160
26092,33130000#33131160
26096,33130000#33131160
26500,39515100#39515000
26520,39515100#39515000
26530,39515000
26538,44331000#44172000
26540,19240000
26544,19240000
26546,19240000
26564,19240000
26580,19240000
26587,39515100#39515000
26900,33000000
26901,33661100
26902,33661100
26903,33600000
26904,33100000
26908,33652100
26910,33600000
26911,33631600
26912,33600000
26916,33600000
26920,33600000
26924,33600000
26928,33600000
26932,33641400
26936,38500000
26940,33622300
26944,33670000
26948,33600000
26952,33600000
26956,33600000
26960,14523000
26964,33610000
26968,33640000
26972,33600000
26973,33600000
26974,33600000
26975,33641100
26976,33600000
26977,33600000
26978,33600000
26979,33617000
26980,33651600
26984,33600000
26985,33616000
26986,33616000#15880000
26987,33632300
26988,33616000#15880000
27100,33000000
27104,33000000
27108,33000000
27110,33170000
27112,33194000
27114,33194000
27116,33600000
27118,33600000
27119,33194000
27121,33600000
27124,33600000
27126,33110000
27127,33617000#15880000
27128,33692200
27129,33692200
27130,336922210#33600000
27132,33170000
27134,336922210#33600000
27135,33692510
27141,33692510
27142,33000000
27144,33000000
27156,33000000
27163,33622300
27168,33692200
27176,33691100#33690000
27178,33691100#33690000
27180,33195110#33670000
27184,33000000
27188,38300000
27192,38300000
27196,33000000
27900,39100000
27918,37520000
27922,37520000
27926,37520000
27930,37520000
27934,37520000
27943,37520000
27948,37520000
27949,37520000
27953,37520000
27957,37520000
27958,37520000
27964,37520000
28000,31213300#31224400
28008,31300000
28016,31300000
28024,31300000
28025,31213300#31224400
28028,31213300#31224400
28029,31300000
28030,31213300#31224400
28040,31213300#31224400
28050,31300000
28058,31213300#31224400
28062,31213300#31224400
28065,31213300#31224400
28070,31213300#31224400
28075,44530000
28080,31300000
28090,31300000
28095,31300000
28500,31711100
28501,31210000
28502,31210000
28503,31210000
28504,31210000
28505,31521000
28506,31521000
28507,31527260
28508,31600000
28509,31200000
28510,44163230
28511,31521000
28513,31680000
28514,31200000
28515,31680000
28516,31680000
28517,31680000
28518,31680000
28519,31680000
28520,31680000
28521,31680000
28522,31680000
28523,31200000
28524,31200000
28525,31200000
28526,31680000
28527,31680000
28528,31680000
28529,31680000
28530,31680000
28531,43414000
28532,44523300
28533,31680000
28534,31210000
28535,31680000
28536,34930000#34960000
28537,31120000
28539,31120000
28540,35113000
28541,31200000
28542,31200000
28543,31521000
28544,31210000
28545,38652100
28546,31521000#31531000
28547,31527260
28548,31527260
28549,31521000#31531000
28550,31521000#31531000
28551,31521000#31531000
28552,31521000#31531000
28553,31214100#31200000
28554,31527260
28555,31527260
28556,31527260
28557,31521000#31531000
28558,31518200
28559,38300000#38400000
28560,38900000#38300000
28561,38341300
28562,31680000
28563,38341300
28564,31210000
28565,31521000
28566,31527260
28567,31500000
28568,31110000
28569,31680000
28570,31110000
28571,31110000
28572,31200000#31213000
28573,31214100#31200000
28574,31200000#31213000
28575,31680000
28576,31527260
28577,31680000
28578,44212510
28579,31214100#31200000
28580,31527260
28581,38341300
28582,31680000
28583,31200000#31213000
28584,31521000
28585,31521000
28586,31500000
28587,31500000
28588,31680000
28589,31680000
28590,31210000
28591,31711400#42131000
28592,31300000
28593,31300000
28594,31200000
28595,31200000
28596,31200000
28700,31711100
28706,31712349
28712,31440000
28718,38000000
28724,31712349
28725,31712349
28726,31712349
28728,31711100
28730,38940000
28736,39131000
28742,31712114
28748,38900000#38300000
28754,31500000
28755,31440000
28757,35113000
28758,30213000
28759,31711100
28760,42660000#42661000
28766,31712114
28771,31712114
28772,44163230
28778,39100000
28780,38900000#38300000
28782,31712349
28784,31710000
28790,31710000
28796,31213300#31224400
29000,38400000#39162100#39162000#38000000
29010,31712330
29017,31712330
29020,42500000
29030,39715200
29040,39715200
29050,39715200
29060,39715200
29065,39715200
29070,39715200
29080,39715200
29082,39715200
29086,39715200
29090,39715200
29095,31120000
29500,42410000
29530,42410000
29535,42410000
29540,42410000
29548,42410000
29550,42410000
29570,42410000
29575,42410000
30500,44900000
30504,44510000
30506,30141000
30508,19240000
30510,19240000
30512,19240000
30515,19240000
30518,38400000#38300000
30521,42991200
30523,42991200
30525,38300000
30528,30194000
30530,39292400
30532,33130000#33131160
30533,30194000
30535,38000000
30536,30194000
30538,30194300
30539,30194300
30540,30194300
30542,38400000#38300000
30544,30192900
30548,30197620#30197630
30550,30192200
30553,19212310#30195000
30555,30170000
30557,30192125
30558,44511000
30559,44511000
30560,38300000
30561,38400000#38300000
30564,30192132
30568,38631000#38516000#38126000
30570,38400000#38300000
30571,34928470
30572,38300000
30575,38300000
30578,38400000#38300000
30580,38400000#38300000
30582,39100000
30584,30192125
30600,44900000
30604,44511000
30606,38400000#38300000
30608,19240000
30610,19240000
30612,19240000
30615,19240000
30618,38400000#38300000
30621,38000000
30623,38000000
30625,38300000
30628,30194000
30630,30194000
30632,30194000
30633,30194000
30635,30194000
30636,30194000
30638,30194000
30639,30194000
30640,30194000
30642,30192125
30644,30192125
30648,44511000
30650,38300000
30653,30192125
30655,30192125
30657,30192125
30658,38300000
30659,38300000
30660,38300000
30661,38300000
30664,44511000
30668,44511000
30670,44511000
30671,44511000
30672,44511000
30675,44511000
30678,38400000#38300000
30680,38400000#38300000
30682,38400000#38300000
30684,30192125
31000,30133000
31006,30133000
31024,30133000
31030,30133000
31031,30133000
31060,30133000
31065,30133000
31067,30133000
31078,30133000
31085,30133000
31200,42510000
31222,38127000#34700000
31223,38127000#34700000
31238,38127000#34700000
31239,38127000#34300000
31240,38127000#34300000
31241,38127000#34300000
31243,38127000#34300000
31246,38127000#34300000
31248,38127000#34300000
31283,38127000#34300000
31284,38127000#34300000
31500,24911200#39812500
31510,24911200#39812500
31520,24911200#39812500
31525,43720000
31530,44113330
31540,44113330
31550,44113330
31555,44113330
31570,24321300
31580,43413000#44114000
31589,44114200
31590,19522000#24500000
31800,42933000
31820,42933000
31830,42933000
31833,42933000
31840,44521100
31850,42933000
31855,44521100
31860,42933000
31862,42933000
31870,42933000
31875,22800000#30199000
31877,22800000#30199000
31880,22800000#30199000
31885,42933000
31888,34928470
31889,34000000
31890,42933000
32000,44530000
32010,44531400#44531510
32020,44531400#44531510
32022,44531400#44531510
32024,42921320
32035,44316400
32036,44530000
32037,44530000
32040,44531400#44531510
32042,44531600
32043,44531600
32050,42970000
32055,24600000
32056,44530000
32057,44530000
32058,44530000
32060,44532100
32062,44530000
32069,44531510
32070,44531510
32071,44531510
32072,44531510
32073,44531510
32074,44531510
32075,42970000
32083,44100000
32085,44530000
32091,44532200
32092,44532200
32500,15700000
32504,3142000
32505,15700000
32508,3140000
32510,15700000
32512,15700000
32514,15700000
32516,15700000
32520,15700000
32524,15700000
32525,15700000
32526,15700000
32527,3140000
32528,15700000
32532,15700000
32536,15700000
32540,15700000
32544,3311000
32548,15700000
32552,15700000
32556,15700000
32560,15700000
32562,15700000
32563,15700000
32564,15700000
32566,15700000
32567,15700000
32568,15700000
32572,15700000
32576,15700000
32577,33616000#15880000#33692000
32578,33616000#15880000#33692000
32580,15700000
32584,33616000#15880000#33692000
33000,44200000#44300000
33005,44200000#44300000
33010,44200000#44300000
33013,44221300
33020,44200000#44300000
33032,44200000#44300000
33037,44200000#44300000
33038,44200000#44300000
33040,44200000#44300000
33046,44200000#44300000
33049,44200000#44300000
33055,44200000#44300000
33058,44200000#44300000
33059,44200000#44300000
33061,44200000#44300000
33065,44310000
33069,44310000
33078,44200000#44300000
33091,44200000#44300000
33095,44200000#44300000
33500,24400000
33504,24400000
33506,24400000
33509,24400000
33512,24400000
33518,24400000
33524,24400000
33530,24400000
33533,24400000
33536,24400000
33537,24400000
33538,24400000
33540,24400000
33541,24400000
33542,24400000
33545,24400000
33548,14212400
33554,24400000
33560,24400000
33566,24400000
33569,24400000
33572,16100000
33575,24957000
33578,24400000
33585,24400000
34000,35111000
34004,35111000
34006,35111000
34007,35111000
34008,35111000
34010,24311000
34012,35111000
34014,33169000#33160000
34015,38431000#35125000
34016,38431000#35125000
34018,35111000
34020,35111000
34021,35111000
34024,35111000
34028,35111000
34029,35111000
34032,35111000
34034,35113000#35113400
34036,35111000
34038,35111000
34040,35111000
34041,35111000
34044,35111000
34045,35111000
34048,35111000
34049,35111000
34050,35111000
34052,35111000
34054,35111000
34056,35111000
34060,44316400#44523300
34062,44423200#44212310
34063,35111000
34064,35111000
34067,35111000
34070,35111000
34072,35112000
34076,35111000
34080,35111000
34084,35111000
34086,35111000
34087,35113000
34088,35111000
34092,35111000
34094,35111000
34095,35111000
34500,33140000#33100000
34504,33140000#33100000
34505,35113000
34506,31518200
34508,35113000#35113400
34510,33140000#33100000
34516,38400000#38900000
34518,35113400
34521,39563530#42500000
34522,35112000
34524,35111000
34530,33140000#33100000
34532,33140000#33100000
34540,39162110#39162000
34548,31200000
34549,35113000#35113400
34556,35113400
34564,35113400
34565,30199760
34566,44521100
34568,39162100#39162000#38000000
34572,35113000
34573,38431000#35125000
34574,18410000#33000000
34578,33140000#33100000
34579,35113000#35113400
34580,35113000
34584,33170000#33172200
34586,33140000#33100000
34587,44521200
34590,35113000#35113400
34592,35113000#35113400
34594,35113000#35113400
34595,35113000#35113400
35000,34928470
35010,34928470
35020,34500000
35030,34928470
35035,34928470
35040,34928470
35045,34928470
35060,34928470
35070,34928470
35072,34928470
35080,34928470
36000,44112000
36005,19513200
36007,44112000
36010,44112000
36011,44112000
36014,44112000
36017,44112000
36019,44112000
36020,44112000
36021,44112000
36022,44112000
36025,44112000
36027,33100000
36028,35113000
36030,44112000
36037,44112000
36040,44112000
36050,44112000
36052,44112000
36055,44112000
36056,44112000
36058,44112000
36060,44113100
36065,44112000
36067,44112000
36068,44112000
36069,44112000
36070,44112000
36075,44112000
36076,44112000
36077,44112000
36078,44112000
36079,44112000
36081,44112000
36083,44112000
36084,44112000
36085,44112000
36089,39713410
36090,44900000
36500,39713410
36510,39713410
36515,39713410
36520,39713410
36525,39713410
36530,39713410
36550,39713410
36556,39713410
36560,39713410
36570,39713410
36580,39713410
37000,42210000
37003,42210000
37004,42210000
37006,30199760
37009,39221180#39721100
37012,42210000
37014,42210000
37015,42215100
37016,42210000
37017,39711120
37018,42210000
37021,42210000
37022,42210000
37023,42210000
37024,16610000
37025,44612000#44600000
37026,44612000#44600000
37027,42220000
37030,42220000
37033,42220000
37034,42210000
37035,42210000
37036,42215100
37038,42210000
37039,42210000
37040,42210000
37041,42210000
37042,42210000
37045,42210000
37046,42210000
37048,42210000
37051,42210000
37054,42210000
37057,42210000
37060,42210000
37063,42210000
37065,42210000
37066,44618400
37067,42210000
37069,39711211#39720000#39722000
37072,39711211#39720000#39722000
37075,42210000
37076,42210000
37500,15811100#15821200
37515,15811100#15821200
37530,15812200#15812000
37545,15812200#15812000
37550,15812200#15812000
37552,15812200#15812000
37554,15811100#15821200
37560,15612300
38000,15511000#15530000
38010,15511000#15530000
38015,15540000
38030,15511000#15530000
38033,15833100
38035,15511000#15530000
38045,15833100
38050,15833100
38060,15511000#15530000
38075,15511000#15530000
38080,15833100
38085,15833100
38090,15833100
38500,15894200
38506,15811100#15821200
38512,15811100#15821200
38514,15861000#15863000
38517,15511000#15530000
38518,15833100
38530,03142500
38531,03142500
38541,15894200
38542,15894200
38544,15894200
38546,03311000
38547,15894200
38548,03220000
38549,03220000
38554,15980000
38556,15811100#15821200
38557,15811100#15821200
38558,15894400
38564,03221320
38565,15811510#15811200
38566,15894400
38567,03311000
38580,15833100
38584,15891400
38585,15331100
38595,03221000
38596,03221000
38597,03221000
39000,15130000#15131500
39002,15110000#15112000
39003,15811100#15821200
39005,15110000#15112000
39007,15540000
39015,15894400
39021,03142500
39028,03220000
39029,03220000
39033,15894400
39035,15980000
39042,24110000
39049,15110000#15112000
39056,15411100#15412000
39063,15110000#15112000
39068,03221320
39069,15250000
39070,03311000
39071,15894400
39072,03312200
39075,03142300#15400000
39077,15894200
39084,03221330
39085,03221330
39091,15980000
39300,15000000
39303,15612400
39304,15612400
39305,15833100
39306,15894200
39307,15000000
39310,15894400
39330,15980000
39331,03210000
39332,15612420
39333,15980000
39334,15842300
39335,03211000
39336,03211000
39337,15842000
39338,03222000
39339,15861000#15863000
39340,15861000#15863000
39341,15861000#15863000
39342,15612000
39343,15811100#15821200
39344,15861000#15863000
39345,24957000
39346,15612420
39347,15894200
39348,15871260#15871200
39349,03142500
39350,24957000
39351,15612000
39352,15612000
39353,15894400
39354,03222321
39355,15894400
39356,24615000
39357,15332200#15332290
39358,15833100
39359,15332200#15332290
39360,15980000
39361,15850000
39362,15612000
39363,15110000#15112000
39364,15511000#15530000
39365,15511000#15530000
39366,15110000#15112000
39367,03222000
39368,03222000
39369,03222400
39370,33692200
39371,15894400
39372,15894300
39373,15872000#15892000
39374,03311000
39375,15411100#15412000
39376,15872000#15892000
39377,15980000
39378,15891400
39379,03111100
39380,15872000#15892000
39381,15842000
39382,15842000
39383,15842000
39384,15861000#15863000
39385,15861000#15863000
39386,15800000
39387,03221000
39388,15871100#15930000
39389,15612000
39390,15612420
39393,39830000#39330000
39395,15000000
39397,15992000#15800000
39500,30199760
39515,22851000#22852000
39525,30170000
39527,30197620#30197630
39529,30197620#30197630
39530,30197620#30197630
39540,30197620#30197630
39550,30197620#30197630
39551,22800000#30199000
39570,30197620#30197630
39580,30197620#30197630
39581,30197620#30197630
40000,43400000
40015,43720000
40023,43720000
40025,43720000
40028,43720000
40033,43720000
40034,43720000
40035,43720000
40037,43720000
40044,43720000
40045,43720000
40046,03142000
40047,43720000
40048,43720000
40049,43720000
40050,43720000
40051,43720000
40052,43720000
40053,43720000
40055,43400000
40060,42000000
40075,43400000
40080,43400000
40500,09135000
40502,09100000
40503,09120000
40505,09110000
40506,09110000
40507,24951200#09100000
40508,09130000
40509,09130000
40512,09135000
40513,09100000
40514,09130000
40515,09130000
40518,09130000
40521,09130000
40523,09210000
40524,24951000
40527,09210000
40530,09130000
40531,09210000
40532,09130000
40533,09130000
40536,09210000
40537,09130000
40538,24900000
40539,14630000#03416000#19620000
40542,09135000
40545,09135000
40547,42122000
40548,09210000
40549,09210000
40550,09210000
40551,09210000
40552,09210000
40554,09210000
40557,09210000
40560,09120000
40563,09120000
40566,24900000
40569,09120000
40572,09210000
40573,09210000
40574,09210000
40575,09210000
40581,09210000
40582,09210000
40584,03142400
40585,09210000
40586,24611000
40587,09100000
40590,09100000
40595,14630000#03416000#19620000
41000,33698000#33950000
41003,33192120
41006,33698000#33600000
41009,33698000#33600000
41012,33100000
41015,33698000#33950000
41018,33698000#33600000
41024,33000000
41030,33000000
41033,33698000#33950000
41034,39100000
41036,33192120
41042,33930000
41048,33000000
41054,39100000
41060,33000000
41066,33698000#33950000
41068,33698000#33950000
41072,33698000#33950000
41078,33169000#33160000
41084,33169000#33160000
41500,33698000#33950000
41513,38000000
41526,42410000
41539,39151300
41540,39151300
41552,38300000#38400000#38000000
41555,39180000
41557,39100000
41558,38300000#38400000#38000000
41565,39100000
41578,39180000
41585,39111000
41591,39180000
42000,39100000
42003,39100000
42004,44112000
42008,39315000#39100000
42009,39315000#39100000
42011,39141300
42012,50000000
42013,39100000
42014,39171000#39133000
42015,39100000
42016,39100000
42018,39100000
42020,39100000
42024,39100000
42025,39100000
42028,37460000
42030,39100000
42034,39100000
42040,39100000
42044,39100000
42048,39155000
42052,39155000
42056,39155000
42059,39100000
42060,39100000
42061,39100000
42062,39100000
42063,39100000
42064,39111000
42065,39100000
42066,30133000
42068,39100000
42072,38622000
42073,38622000
42074,34930000#34960000
42081,39100000
42084,39173000
42086,39100000
42088,39111000
42092,39130000
42093,39111000
42096,39121200
42500,39130000
42503,39100000
42506,39111000
42507,39111000
42510,39100000
42511,39130000
42513,39130000
42514,39130000
42517,30214000#39130000
42518,39100000
42520,39121100
42521,39121100
42530,39130000
42533,39130000
42534,39130000
42537,39130000
42540,39141300
42541,39141300
42542,39141300
42544,39141300
42547,44112000
42548,30214000#39130000
42549,39100000
42550,44521100
42553,39100000
42554,31682200
42555,39130000
42556,44112310
42557,44112310
42558,39130000
42559,39100000
42560,39100000
42562,30123000
42564,39130000
42565,39130000
42568,30132000
42571,30132000
42574,44521100
42577,44521100
42579,39141300
42580,39141300
42581,39141300
42582,39141300
42583,39121200
42587,39151300
42589,30124000
42590,30124000
42592,39141300
42594,30214000#39130000
43000,24110000
43012,44611100#44612100#44611000
43020,44611100#44612100#44611000
43024,44611100#44612100#44611000
43027,44611100#44612100#44611000
43030,9120000
43032,42000000
43033,24110000
43036,38436230#42131130
43042,24110000
43048,24111000
43051,24100000
43062,24111000
43063,45252200
43072,24111000
43075,44611100#44612100#44611000
43084,33631600
43092,24110000
43500,39830000#39330000
43504,33169000#33160000
43505,33631600
43508,33631600
43516,33169000#33160000
43524,33631600
43525,33631600
43540,33631600
43556,33631600
43559,33631600
43564,33631600
43566,33631600
43567,33631600
43568,33169000#33160000
43570,33141100
43571,33141100
43572,33169000#33160000
43573,33169000#33160000
43590,33169000#33160000
43600,39830000#39330000
43604,33169000#33160000
43605,33169000#33160000
43608,33169000#33160000
43616,33169000#33160000
43624,33169000#33160000
43625,33169000#33160000
43640,33169000#33160000
43656,33169000#33160000
43659,33169000#33160000
43664,33631600
43666,33169000#33160000
43667,33631600
43668,33169000#33160000
43670,33631600#33630000
43671,33169000#33160000
43672,33169000#33160000
43673,33169000#33160000
43690,33169000#33160000
44000,39299000
44003,39299000
44004,44111600
44005,39299000
44007,39263000
44010,37520000
44012,39299000
44014,39299000
44021,42641000
44028,42641000
44029,44111000
44030,39299000
44032,14630000#03416000#19620000
44035,39299000
44040,39299000
44042,39299000
44049,39299000
44050,39299000
44051,39299000
44052,39299000
44056,39299000
44058,39299000
44060,39299000
44062,39299000
44063,39299000
44070,39299000
44073,39299000
44075,39299000
44077,39299000
44084,39299000
44500,44510000
44502,42122000
44503,44510000
44505,30192200
44506,44510000
44508,44510000
44509,42210000
44510,44510000
44512,39360000
44513,44510000
44515,44510000
44518,44163210
44519,44114000
44520,44510000
44521,44510000
44526,42600000
44527,43132100
44529,44510000
44530,44530000
44532,44510000
44533,35111300
44535,30192200
44537,43830000
44538,44510000
44539,44510000
44540,16100000#16800000
44541,44510000
44542,44510000
44543,16100000#16800000
44544,42633000
44545,44510000
44546,30192200
44547,44510000
44548,44510000
44549,30192125
44550,44510000
44551,44511000
44552,44510000
44553,44511000
44555,44510000
44556,44510000
44557,30192200
44558,42641000
44559,43830000
44561,16100000#16800000
44562,44510000
44563,44510000
44564,44510000#44512800
44566,43830000
44570,44510000
44573,43830000
44575,30192200
44576,44510000
44577,42600000
44578,42600000
44579,39141300#18924000
44580,44511000
44581,44510000
44582,44510000
44583,43830000
44585,44114000
44587,44511000
44588,44511000
44590,42410000
44591,44510000#44512800
44595,44510000
45000,44316400
45001,42141800
45002,24911200#39812500
45003,24911200#39812500
45004,44310000
45005,42410000
45006,31440000
45007,31440000
45008,39224340
45009,39224340
45010,39224340
45011,44111600
45013,42660000#42661000
45014,39141300#18924000
45015,39522000#37414000
45016,44316400
45017,44618400
45018,18937000
45019,44531200
45020,42220000
45021,44521200
45022,44316400
45023,39221220#39221130
45024,37423000
45025,31220000
45026,38431000#35125000
45028,44530000
45030,44200000#44300000
45031,31527260
45032,31518200
45033,44316400#44523300
45034,44613800#34928480
45035,39100000
45036,44531200
45037,44523200#44316400
45038,39715200
45039,39224100#39224000
45040,18910000
45041,44316400
45042,34928470
45044,37414000
45046,42912310#42924730
45047,44510000
45048,44423200#44212310
45049,44423200#44212310
45051,44423200#44212310
45052,44423200#44212310
45053,35000000
45054,44511000
45055,44521100
45056,44100000
45057,44617000
45058,44192200
45059,30192200
45060,44510000
45061,44618400
45062,44510000
45063,42410000
45064,44316400
45065,44316400
45066,42410000
45067,42914000
45068,19710000
45069,14630000#03416000#19620000
45070,39515000
45072,44423200#44212310
45073,35000000
45074,44316400
45075,39515000
45076,42660000#42661000
45077,37414000
45078,24451000
45079,44423200#44212310
45080,43300000
45081,44423200#44212310
45083,44510000
45086,44510000
45087,44612000#44600000
45088,44310000
45089,42414410#42415000
45090,19240000
45091,44310000
45092,44321000
45093,44510000
45094,44300000
46000,44165100
46004,44165100
46005,44165100
46010,44316400#44523300
46018,44165100
46020,44165100
46030,44165100
46035,44165100
46036,44165100
46038,44165100
46039,44165100
46040,44165100
46045,44165100#44164310
46048,44165100
46050,44165100
46060,44165100
46065,44165100
46070,44165100
46075,44165100
46077,44165100
46078,44165100
46080,44165100
46085,44165100
46090,44165100
46091,44165100
46500,33194000
46501,38430000#33000000
46502,33170000
46503,33180000
46504,33124000
46505,38300000
46507,33100000
46509,33621400#33600000
46511,33140000#33141510
46512,33600000
46513,33100000
46514,33140000#33169000
46516,33910000
46517,38400000
46518,38300000#38400000#38000000
46519,33165000
46522,38430000#33000000
46523,33124000
46524,33140000
46525,33124000
46527,33158200
46529,33123200
46530,33123200
46532,33100000
46534,33169000#33160000
46537,33600000#33100000
46538,33100000
46540,38300000#38400000#38000000
46544,33186000
46548,33169000
46550,39830000
46553,33141310
46554,33141310
46555,33140000
46556,33141100
46557,33169000#33160000
46558,33100000
46560,38910000
46561,33970000
46563,39100000
